n_sections,condition_number,tensor_shape_error
4.000000000000000000e+00,3.816026926497082972e+00,9.060409052175640021e-02
4.000000000000000000e+00,3.395620879274834802e+00,1.659366713140351668e-01
4.000000000000000000e+00,2.488462050580776186e+00,1.443866238299096605e-01
4.000000000000000000e+00,2.509048640905804373e+00,6.325035685722785184e-02
4.000000000000000000e+00,2.858138494092518300e+00,9.069334500242635932e-02
4.000000000000000000e+00,3.623089382841698569e+00,9.714272624741911166e-02
4.000000000000000000e+00,2.697055699434141474e+00,1.149863058839146190e-01
4.000000000000000000e+00,2.680644069711634714e+00,6.833705069015177935e-02
4.000000000000000000e+00,2.119760073099512976e+00,1.931628778446301264e-01
4.000000000000000000e+00,3.014310326968185905e+00,1.137113744406442611e-01
4.000000000000000000e+00,2.303700902726628197e+00,1.032592796274756503e-01
4.000000000000000000e+00,3.727434961342953379e+00,1.509927847377027788e-01
4.000000000000000000e+00,4.991057179046404890e+00,2.070905554330773612e-01
4.000000000000000000e+00,2.196897694458881833e+00,2.042959297277192887e-01
4.000000000000000000e+00,3.122204119396808419e+00,1.550016952114789681e-01
4.000000000000000000e+00,5.498143425969063358e+00,7.861382131730424438e-01
4.000000000000000000e+00,2.878719779569435477e+00,9.451891186418201474e-02
4.000000000000000000e+00,3.980105645445672913e+00,8.718489381921870618e-02
4.000000000000000000e+00,2.594270248458314221e+00,1.136570564147786483e-01
4.000000000000000000e+00,2.552918396402090284e+00,1.430843578418480588e-01
4.000000000000000000e+00,3.157539743774671059e+00,1.337175515848548213e-01
4.000000000000000000e+00,3.989914632244280224e+00,1.391675025852819325e-01
4.000000000000000000e+00,2.605963293590508378e+00,7.826607807838659170e-02
4.000000000000000000e+00,4.877754913513723700e+00,9.768437586284048346e-02
4.000000000000000000e+00,2.939586883013594054e+00,2.214697981531882076e-01
4.000000000000000000e+00,1.947534921880222702e+00,1.058810853085513232e-01
4.000000000000000000e+00,6.634616384747069162e+00,1.458817145468488952e-01
4.000000000000000000e+00,3.844666092850854255e+00,7.616407544919545636e-02
4.000000000000000000e+00,2.353980266900024265e+00,9.981449345222734304e-02
4.000000000000000000e+00,2.640843405681444267e+00,9.266381167159369603e-02
4.000000000000000000e+00,2.988750275430870573e+00,1.426549445632865065e-01
4.000000000000000000e+00,3.127397239252801331e+00,2.044523431861279827e-01
4.000000000000000000e+00,3.560598425158812308e+00,2.385752131896085593e-01
4.000000000000000000e+00,8.301260185154731630e+00,1.274600857373839324e-01
4.000000000000000000e+00,2.248315342981291209e+00,1.975193024817112342e-01
4.000000000000000000e+00,2.426767860253271625e+00,8.871053671785726624e-02
4.000000000000000000e+00,2.328921589020354954e+00,1.681987491885200137e-01
4.000000000000000000e+00,1.986079561709730879e+00,1.512584010278478497e-01
4.000000000000000000e+00,5.832453564105218646e+00,9.778446185403377910e+01
4.000000000000000000e+00,2.495241084426319755e+00,2.366278479170242366e-01
4.000000000000000000e+00,4.181422531508944829e+00,2.512922257341790311e-01
4.000000000000000000e+00,1.149550766965725401e+01,1.859564003107186114e-01
4.000000000000000000e+00,2.277486681454800710e+00,1.582472588996819141e-01
4.000000000000000000e+00,2.193819139093723614e+00,6.196987885713216293e-02
4.000000000000000000e+00,2.629987154335077015e+00,1.170492255124785941e-01
4.000000000000000000e+00,4.485425322421721539e+00,1.232381740024962868e-01
4.000000000000000000e+00,2.389245583752042545e+00,9.928811798598645433e-02
4.000000000000000000e+00,2.652201995470304219e+00,1.841047883772157223e-01
4.000000000000000000e+00,4.036622603474304682e+00,1.986120971632666654e-01
4.000000000000000000e+00,3.275354240837941244e+00,1.346416129850752652e-01
4.000000000000000000e+00,2.550689930819026952e+00,2.236813036098412311e-01
4.000000000000000000e+00,5.129684672170863102e+00,2.169101397015571475e-01
4.000000000000000000e+00,3.763749349728839899e+00,8.501668857511698874e-02
4.000000000000000000e+00,3.709294148009922854e+00,1.731997657681939307e-01
5.000000000000000000e+00,4.569167997446224483e+00,1.515076475524423094e-01
5.000000000000000000e+00,3.347734368957814510e+00,2.322201790510220465e-01
5.000000000000000000e+00,2.300775171865801383e+00,3.989953817862202518e-02
5.000000000000000000e+00,5.504580881724451480e+00,1.305635500797236448e-01
5.000000000000000000e+00,2.591479755738472779e+00,8.424638272551390750e-02
5.000000000000000000e+00,3.731432646078226778e+00,4.591598946097470019e-02
5.000000000000000000e+00,2.616497490034303652e+00,7.180508182496707359e-02
5.000000000000000000e+00,2.643497748509316736e+00,7.159803555790941743e-02
5.000000000000000000e+00,3.008683632986369094e+00,1.006209983847610179e-01
5.000000000000000000e+00,4.003638029605220972e+00,2.148241299173730134e-01
5.000000000000000000e+00,3.153173265249165524e+00,1.712645013587041909e-01
5.000000000000000000e+00,2.067780102727645897e+00,9.306792931372684374e-02
5.000000000000000000e+00,1.929882084945736542e+00,1.642278353242362376e-01
5.000000000000000000e+00,1.912779347163731991e+00,6.944903630984870790e-02
5.000000000000000000e+00,2.112148560488197102e+00,1.162258836060091199e-01
5.000000000000000000e+00,7.708792455126665999e+00,2.832443961209769601e-01
5.000000000000000000e+00,2.951271805145177840e+00,1.075017293408463692e-01
5.000000000000000000e+00,2.680975201560320986e+00,2.234038609320272706e-01
5.000000000000000000e+00,3.674976351264430452e+00,1.170162834191211393e-01
5.000000000000000000e+00,2.277745243475783887e+00,1.365724259417972208e-01
5.000000000000000000e+00,4.995488674171582488e+00,1.242595342781051687e-01
5.000000000000000000e+00,2.496966793038161381e+00,1.046092154245293060e-01
5.000000000000000000e+00,3.181382378585602577e+00,8.444623863787238671e-02
5.000000000000000000e+00,2.196091896325323756e+00,6.958014295860989740e-02
5.000000000000000000e+00,2.323825407067979576e+00,7.936678865807983430e-02
5.000000000000000000e+00,2.414765268701868361e+00,1.115762030001063720e-01
5.000000000000000000e+00,1.858725203040880070e+00,1.947358074703490205e-01
5.000000000000000000e+00,4.137198143872520717e+00,1.124368519846343367e-01
5.000000000000000000e+00,5.267558547248762046e+00,2.004857203299031665e-01
5.000000000000000000e+00,2.731756209026826365e+00,1.980896129840241382e-01
5.000000000000000000e+00,2.229538897365027861e+00,9.660704211615951664e-02
5.000000000000000000e+00,2.896569322666611601e+00,9.996042774212104964e-02
5.000000000000000000e+00,3.204903609101926065e+00,8.981812365531917364e-02
5.000000000000000000e+00,2.901933308646455600e+00,7.071047347075810896e-02
5.000000000000000000e+00,3.883648354149644710e+00,9.525195501158720268e-02
5.000000000000000000e+00,4.703255005706203029e+00,1.207680451699480739e-01
5.000000000000000000e+00,3.085407335203489865e+00,8.855904229899660973e-02
5.000000000000000000e+00,2.016975907019872505e+00,1.867949632054717035e-01
5.000000000000000000e+00,2.502109813255095627e+00,1.306443271545304208e-01
5.000000000000000000e+00,3.330839125906520870e+00,8.764647348106237301e-02
5.000000000000000000e+00,2.240592809838614752e+00,1.776403857322577662e-01
5.000000000000000000e+00,3.817916256177582568e+00,9.290805475081398423e-02
5.000000000000000000e+00,3.425763696049721752e+00,1.804955698248180973e-01
5.000000000000000000e+00,2.218028423501568813e+00,8.989578011729931761e-02
5.000000000000000000e+00,2.802919111679404107e+00,8.795234734750370653e-02
5.000000000000000000e+00,2.552943081422184957e+00,9.969535064003404168e-02
5.000000000000000000e+00,2.525408789944182608e+00,8.065663705580701504e-02
5.000000000000000000e+00,2.946402052688304352e+00,5.020721132888392169e-02
5.000000000000000000e+00,2.397691642544186319e+00,5.698548826678265233e-02
5.000000000000000000e+00,3.591477934186678933e+00,7.598806396641918925e-02
5.000000000000000000e+00,3.408435296413170779e+00,1.652419716174440556e-01
5.000000000000000000e+00,2.389863169476345917e+00,6.448342488016862994e-02
5.000000000000000000e+00,1.855288613670035058e+00,1.169261782477080958e-01
5.000000000000000000e+00,2.558396240569754898e+00,3.494080931002017942e-02
5.000000000000000000e+00,2.756076282238812070e+00,1.294994510533251375e-01
5.000000000000000000e+00,3.512955424619062406e+00,1.022351201285777167e-01
5.000000000000000000e+00,2.545441706809259408e+00,1.417624505609533236e-01
5.000000000000000000e+00,2.605612815747063937e+00,1.628264073588202299e-01
5.000000000000000000e+00,1.968213132876167615e+00,1.688528439423565564e-01
5.000000000000000000e+00,3.946341840448299720e+00,7.987386008152323746e-02
5.000000000000000000e+00,2.427401108408728803e+00,8.661192240298647149e-02
5.000000000000000000e+00,1.959031245910434649e+00,1.115124994141202669e-01
5.000000000000000000e+00,5.518354678014612880e+00,6.674450117114536507e-01
5.000000000000000000e+00,6.071713225471961017e+00,8.824249957999807936e-02
5.000000000000000000e+00,3.013409877548360427e+00,6.827327090379768648e-02
5.000000000000000000e+00,2.772350245288970338e+00,1.048167835968459860e-01
5.000000000000000000e+00,7.012589600186443839e+00,1.990299066374731918e-01
5.000000000000000000e+00,4.749516756397014206e+00,1.499125990411884490e-01
5.000000000000000000e+00,4.868459575684509488e+00,3.193829700517301640e-01
5.000000000000000000e+00,4.857197379179297947e+00,6.629998677478217417e-02
5.000000000000000000e+00,2.269877853084124819e+00,1.237521912553599529e-01
5.000000000000000000e+00,2.155327414245965745e+00,7.264816095914472527e-02
5.000000000000000000e+00,2.598522444725874347e+00,2.015297733593587048e-01
5.000000000000000000e+00,2.133812236445202348e+00,1.309782186023591422e-01
5.000000000000000000e+00,4.708752974632802513e+00,8.789774881675958829e-02
5.000000000000000000e+00,3.469626239754263430e+00,1.153213490289635296e-01
5.000000000000000000e+00,4.190325479147144705e+00,1.594985914873175148e-01
5.000000000000000000e+00,4.248901760692452179e+00,1.526191855282960919e-01
5.000000000000000000e+00,5.929999266056754870e+00,1.610858340472162420e-01
5.000000000000000000e+00,2.090839733430487346e+00,1.089086653517212649e-01
5.000000000000000000e+00,1.837745531490699857e+00,8.614081421981915898e-02
5.000000000000000000e+00,3.241339724115695375e+00,1.986264445671332979e-01
5.000000000000000000e+00,2.231095020423301989e+00,3.053147324722277345e-02
5.000000000000000000e+00,2.724334386315971024e+00,1.165505135287988742e-01
5.000000000000000000e+00,2.112148560488197546e+00,1.162258836060090783e-01
5.000000000000000000e+00,1.870312993530796497e+00,4.559424249334274176e-02
5.000000000000000000e+00,2.005586009884813503e+00,7.120575483688380836e-02
5.000000000000000000e+00,2.833438169229966164e+00,1.213131853310502606e-01
5.000000000000000000e+00,2.499944796168996231e+00,1.390770523300943751e-01
5.000000000000000000e+00,3.672284159703702144e+00,1.614918657804948476e-01
5.000000000000000000e+00,2.462029946382265244e+00,9.830711759456081666e-02
5.000000000000000000e+00,3.393913180348018699e+00,1.999378906274179024e-01
5.000000000000000000e+00,3.216320345838967754e+00,9.382938493330904295e-02
5.000000000000000000e+00,2.083159870955057169e+00,9.793966396977747679e-02
5.000000000000000000e+00,2.425142518477747533e+00,9.974152217361605122e-02
5.000000000000000000e+00,3.520432929373725983e+00,1.257658053641847462e-01
5.000000000000000000e+00,2.374951548131187362e+00,1.444301238204802329e-01
5.000000000000000000e+00,2.935033816010657493e+00,7.250008232398501284e-02
5.000000000000000000e+00,4.578762069981111793e+00,2.414513964946301272e-01
5.000000000000000000e+00,2.276547268317365535e+00,1.149575551366503329e-01
5.000000000000000000e+00,2.161009340849056937e+00,1.049691640916179669e-01
5.000000000000000000e+00,2.405250609331923251e+00,8.285657015573344442e-02
5.000000000000000000e+00,2.077159296100346886e+00,1.062332293948291678e-01
5.000000000000000000e+00,6.459395441216591927e+00,2.315167507397349611e-01
5.000000000000000000e+00,1.871607664592202180e+00,7.511013515089214054e-02
5.000000000000000000e+00,4.042506871027401694e+00,1.504173187419827751e-01
5.000000000000000000e+00,2.093981332702983256e+00,7.087344899604663961e-02
5.000000000000000000e+00,2.595392234169024981e+00,5.596185437844077015e-02
5.000000000000000000e+00,3.457077646806697491e+00,1.793665571555561888e-01
5.000000000000000000e+00,3.924831168006672755e+00,2.306972024375099350e-01
5.000000000000000000e+00,3.418981001078557291e+00,1.739187349065984267e-01
5.000000000000000000e+00,3.435736141599067928e+00,1.491573815171228223e-01
5.000000000000000000e+00,3.228601660172553789e+00,1.116264619585382450e-01
5.000000000000000000e+00,1.794692257513635480e+00,7.078835701419487758e-02
5.000000000000000000e+00,2.055230278689240908e+00,1.747333620616997249e-02
5.000000000000000000e+00,2.901496505961364214e+00,2.066197687205279243e-01
5.000000000000000000e+00,9.333105867781467779e+00,7.160721056950369867e-01
5.000000000000000000e+00,3.052490124027895213e+00,6.274199310429377785e-02
5.000000000000000000e+00,2.220760769237566379e+00,1.011871569648394170e-01
5.000000000000000000e+00,1.865515533195992726e+00,1.033716687239586290e-01
5.000000000000000000e+00,2.483626055544931877e+00,1.045566346715913336e-01
5.000000000000000000e+00,2.187765044619559340e+00,5.395558015140385771e-02
5.000000000000000000e+00,2.346032949675257662e+00,1.463544572039392477e-01
5.000000000000000000e+00,2.175054989058243127e+00,4.874233065523000258e-02
5.000000000000000000e+00,2.211018790874616169e+00,8.374599620324761629e-02
5.000000000000000000e+00,2.465555693323564501e+00,1.778334895552353967e-01
5.000000000000000000e+00,2.493952666990832956e+00,1.205194413371079021e-01
5.000000000000000000e+00,2.118301013167272817e+00,9.841980749830078756e-02
5.000000000000000000e+00,2.181518552592915494e+00,1.564795680591757332e-01
5.000000000000000000e+00,2.643659094032853041e+00,8.596559441587105221e-02
5.000000000000000000e+00,4.126194479210224308e+00,7.015381835050019110e-02
5.000000000000000000e+00,4.864356122771456903e+00,8.399412022464627925e-02
5.000000000000000000e+00,2.768045967908061566e+00,1.482650520565605146e-01
5.000000000000000000e+00,4.838772016586343483e+00,2.824447690974745129e-01
5.000000000000000000e+00,2.272184397186486571e+00,1.023063072084534064e-01
5.000000000000000000e+00,2.482315307417321648e+00,1.312826044601579922e-01
5.000000000000000000e+00,2.952009986289096943e+00,2.847767902479220181e-01
5.000000000000000000e+00,2.337870089839673149e+00,6.270540188877556098e-02
5.000000000000000000e+00,3.740844809708598451e+00,2.038665053079977696e-01
5.000000000000000000e+00,6.350280364457694837e+00,2.137716390602672212e-01
5.000000000000000000e+00,3.145631020764871444e+00,8.584974917690514629e-02
5.000000000000000000e+00,3.229956233285955491e+00,2.301897022654900982e-01
5.000000000000000000e+00,2.082806370625300829e+00,1.205524386343701654e-01
5.000000000000000000e+00,2.262919767479024902e+00,1.618120606314993049e-01
5.000000000000000000e+00,2.233418259132258221e+00,1.389765217921015150e-01
5.000000000000000000e+00,3.131549783874273629e+00,1.226284102047296432e-01
5.000000000000000000e+00,2.584024791874979687e+00,1.474311795894819033e-01
5.000000000000000000e+00,3.830878738767078850e+00,5.934933669121484484e-02
5.000000000000000000e+00,2.232711236012536293e+00,2.207389160171279174e-01
5.000000000000000000e+00,2.781604073009332101e+00,1.028566087305637367e-01
5.000000000000000000e+00,6.817400875473496491e+00,3.816891126587484417e-01
5.000000000000000000e+00,3.186786809951053456e+00,1.288042627145596364e-01
5.000000000000000000e+00,2.998200234023037591e+00,7.631890081128508974e-02
5.000000000000000000e+00,2.389432150324271920e+00,1.360953941740519479e-01
5.000000000000000000e+00,3.048506365770792481e+00,1.886710325269305988e-01
5.000000000000000000e+00,3.772419301408860282e+00,1.283637038549372833e-01
5.000000000000000000e+00,3.196590976472913681e+00,2.635055244751840359e-02
5.000000000000000000e+00,3.450342713895395264e+00,7.210083876898398803e-02
5.000000000000000000e+00,3.695227580195650674e+00,2.399332422246440444e-01
5.000000000000000000e+00,1.876024062983013829e+00,6.824957803227475750e-02
5.000000000000000000e+00,4.459254983495009483e+00,2.351409925183493288e-01
5.000000000000000000e+00,2.334732120768550967e+00,1.375827360039008351e-01
5.000000000000000000e+00,4.161946171783581505e+00,2.150327417346914183e-01
5.000000000000000000e+00,1.102923996273720419e+01,9.336194398780715176e+01
5.000000000000000000e+00,3.555101518804276051e+00,9.891063852397312395e-02
5.000000000000000000e+00,2.927234845981339539e+00,7.076557566373274655e-02
5.000000000000000000e+00,2.315237189344690361e+00,7.412877109284801702e-02
5.000000000000000000e+00,3.848625804761930169e+00,2.285496627487697829e-01
5.000000000000000000e+00,2.463392839096741671e+00,2.154495852683770696e-01
5.000000000000000000e+00,3.060628834674382848e+00,1.272805252718394453e-01
5.000000000000000000e+00,2.132076447246082918e+00,1.216484719201928327e-01
5.000000000000000000e+00,2.235346862415971803e+00,2.009161557066957149e-01
5.000000000000000000e+00,3.045327500548776545e+00,6.319699651614220370e-02
5.000000000000000000e+00,6.062325942439813709e+00,2.135164808822823390e-01
5.000000000000000000e+00,1.792215481865989446e+00,6.275794033929690818e-02
5.000000000000000000e+00,2.717084735119264849e+00,1.616647945264650665e-01
5.000000000000000000e+00,2.761359127705112826e+00,6.229243366225133832e-02
5.000000000000000000e+00,3.582388528211323031e+00,9.146118591449031721e-02
5.000000000000000000e+00,3.082671679879862126e+00,1.055661419251290450e-01
5.000000000000000000e+00,3.126493319664122250e+00,4.187122656643250257e-02
5.000000000000000000e+00,2.403754890241098785e+00,1.470880632111399300e-01
5.000000000000000000e+00,2.820568269658421556e+00,6.897135477914541346e-02
5.000000000000000000e+00,3.981680777981424502e+00,2.772018829762043154e-02
5.000000000000000000e+00,2.378574133992487294e+00,1.481877291080940517e-01
5.000000000000000000e+00,2.385274587391124079e+00,6.493584336522072176e-02
5.000000000000000000e+00,2.845412655814605341e+00,1.360072139322265616e-01
5.000000000000000000e+00,2.392459876752628389e+00,7.225589889734036764e-02
5.000000000000000000e+00,1.886179865143198020e+00,9.260257614617024846e-02
5.000000000000000000e+00,4.108348116476443046e+00,1.170407729817196929e-01
5.000000000000000000e+00,3.018830517436013938e+00,1.315462826675910524e-01
5.000000000000000000e+00,2.735403976917629709e+00,1.730854112140558509e-01
5.000000000000000000e+00,3.644877086013002199e+00,7.806305062518738291e-02
5.000000000000000000e+00,2.565529958517492215e+00,1.903875243972563136e-01
5.000000000000000000e+00,2.741308100440226436e+00,1.038258710123476786e-01
5.000000000000000000e+00,2.170347368628487761e+00,1.576558479812479596e-01
5.000000000000000000e+00,2.976587825483829608e+00,1.266832305519209334e-01
5.000000000000000000e+00,3.870556806734986921e+00,1.104945085428735707e-01
5.000000000000000000e+00,2.132076447246081585e+00,1.216484719201918890e-01
5.000000000000000000e+00,2.107055326462218492e+00,5.227278118997020356e-02
5.000000000000000000e+00,5.101253112463572492e+00,1.647109074599721612e-01
5.000000000000000000e+00,6.224861426789389363e+00,1.971341734305585291e-01
5.000000000000000000e+00,2.173479493786426353e+00,1.085322892156531105e-01
5.000000000000000000e+00,4.221955856248492900e+00,1.211362614729964982e-01
5.000000000000000000e+00,2.250040203080292400e+00,9.309454218079635246e-02
5.000000000000000000e+00,3.053737342078269634e+00,1.443646050177059270e-01
5.000000000000000000e+00,2.716593694162455552e+00,9.843837294653991210e-02
5.000000000000000000e+00,2.919190976102698620e+00,6.911227565425329122e-02
5.000000000000000000e+00,4.225857805570720771e+00,8.006751857662634808e-02
5.000000000000000000e+00,2.407342297882135274e+00,1.354807718824428131e-01
5.000000000000000000e+00,4.275940447794299715e+00,1.680600076191713643e-01
5.000000000000000000e+00,2.398949484054870851e+00,4.644033816406496068e-02
5.000000000000000000e+00,4.695186709163396088e+00,2.009707176459457900e-01
5.000000000000000000e+00,4.813753546844947273e+00,3.975163247500291819e-01
5.000000000000000000e+00,2.012832798081440444e+00,1.430099029260761268e-01
5.000000000000000000e+00,2.760880032482750490e+00,5.059175414862313730e-02
5.000000000000000000e+00,5.355363939956480301e+00,9.999550070087426246e-02
5.000000000000000000e+00,2.563060509679019106e+00,9.931888303772626325e-02
5.000000000000000000e+00,2.347160847322243171e+00,5.025237715980498260e-02
5.000000000000000000e+00,2.146973745056417915e+00,1.119280228639434188e-01
5.000000000000000000e+00,2.183264703242316251e+00,8.907509343535294222e-02
6.000000000000000000e+00,2.014868605039195071e+00,1.471080574760302295e-01
6.000000000000000000e+00,2.088760294274787821e+00,1.103020015481480792e-01
6.000000000000000000e+00,2.194276109407551356e+00,8.833473760104199046e-02
6.000000000000000000e+00,2.333527074203197049e+00,7.148428142740963220e-02
6.000000000000000000e+00,2.367949610170756003e+00,1.194026488962808413e-01
6.000000000000000000e+00,3.283651384017784558e+00,1.465077977074551452e-01
6.000000000000000000e+00,2.620044554176635287e+00,1.082932176378659933e-01
6.000000000000000000e+00,2.116244986572462849e+00,7.858111529974164122e-02
6.000000000000000000e+00,2.691075406308300444e+00,1.236159772904572990e-01
6.000000000000000000e+00,2.023862531854000668e+00,9.603601386384304217e-02
6.000000000000000000e+00,1.926067192592486821e+00,2.325435531025355496e-01
6.000000000000000000e+00,1.804489747452019843e+00,1.204686927880620623e-01
6.000000000000000000e+00,2.681149990831374730e+00,1.334715613626805131e-01
6.000000000000000000e+00,2.401505334688069926e+00,5.717055370077503418e-02
6.000000000000000000e+00,2.029789968196412442e+00,8.070488101031687844e-02
6.000000000000000000e+00,1.855214139011373664e+00,1.932040936941799847e-01
6.000000000000000000e+00,1.781781182830597610e+00,7.911051767891483233e-02
6.000000000000000000e+00,3.075980322188974991e+00,1.047819610229724224e-01
6.000000000000000000e+00,2.452620303385493195e+00,1.467586377969349876e-01
6.000000000000000000e+00,2.192544858825361320e+00,1.720539130014334395e-01
6.000000000000000000e+00,2.046317548246741946e+00,5.160594543209436058e-02
6.000000000000000000e+00,2.732376137749688016e+00,6.719551409863892821e-02
6.000000000000000000e+00,3.334677943269527489e+00,1.532704011592600224e-01
6.000000000000000000e+00,3.808665166834902749e+00,1.591870292071428383e-01
6.000000000000000000e+00,2.367026139897810300e+00,5.594511848925664416e-02
6.000000000000000000e+00,1.892467628467866758e+00,1.290819135910099835e-01
6.000000000000000000e+00,6.039034732888592494e+00,1.122233922611900914e+00
6.000000000000000000e+00,2.985475483847768174e+00,1.794192183137600094e-01
6.000000000000000000e+00,2.899810020231482266e+00,3.213744189927408151e-02
6.000000000000000000e+00,2.258307006659798777e+00,1.071867175262317951e-01
6.000000000000000000e+00,2.715038688487887875e+00,1.027532441826701642e-01
6.000000000000000000e+00,2.637575410729442904e+00,6.519826357421405760e-02
6.000000000000000000e+00,2.238833768998458318e+00,1.276670890420101567e-01
6.000000000000000000e+00,2.639488751250528065e+00,1.559389330460209944e-01
6.000000000000000000e+00,2.660398629117649794e+00,1.188368902703558772e-01
6.000000000000000000e+00,2.702663672932399397e+00,8.343685536409808923e-02
6.000000000000000000e+00,2.159777237200334543e+00,1.143962871910439161e-01
6.000000000000000000e+00,1.973632634229690375e+00,7.695262570844758898e-02
6.000000000000000000e+00,3.619740646485193558e+00,1.370990179422834632e-01
6.000000000000000000e+00,2.520361748807678826e+00,1.685891963782586433e-01
6.000000000000000000e+00,1.917576799462516579e+00,5.192658248293761242e-02
6.000000000000000000e+00,2.054967675858872411e+00,6.064855168807475189e-02
6.000000000000000000e+00,2.930740648394051462e+00,1.895886664521025389e-01
6.000000000000000000e+00,2.829682269917441317e+00,1.071864513419390208e-01
6.000000000000000000e+00,2.520724544455450022e+00,1.612824558931706398e-01
6.000000000000000000e+00,2.167866659752915925e+00,6.968918053959119452e-02
6.000000000000000000e+00,3.184323327963235251e+00,7.449039681127946066e-02
6.000000000000000000e+00,2.638406498137415124e+00,1.471238691663635523e-01
6.000000000000000000e+00,8.060112605273740627e+00,1.131670298958247778e-01
6.000000000000000000e+00,1.851878952903913023e+00,1.022397353464279124e-01
6.000000000000000000e+00,2.203813245691817801e+00,1.360948403947928043e-01
6.000000000000000000e+00,2.283964181931972703e+00,1.180914932857460992e-01
6.000000000000000000e+00,3.210008568243223781e+00,1.012140329004251466e-01
6.000000000000000000e+00,1.951506998742469134e+00,1.884613028850306293e-01
6.000000000000000000e+00,2.719550311160948919e+00,8.876570773580098883e-02
6.000000000000000000e+00,1.964315453911366083e+00,1.460453407912409296e-01
6.000000000000000000e+00,4.019733021153575336e+00,9.823025907960861169e-02
6.000000000000000000e+00,3.589522642617843040e+00,2.241414013698005414e-01
6.000000000000000000e+00,2.634662155968543917e+00,1.091520055352803997e-01
6.000000000000000000e+00,4.658515843792331523e+00,1.224976181458647811e-01
6.000000000000000000e+00,2.761079403123502640e+00,1.352760177525937635e-01
6.000000000000000000e+00,2.149350171258309405e+00,8.875103872517965675e-02
6.000000000000000000e+00,3.728817791161681328e+00,1.716227062479226961e-01
6.000000000000000000e+00,1.991557588568817483e+00,1.827633877156479847e-01
6.000000000000000000e+00,1.962270756367674007e+00,9.089382199251866412e-02
6.000000000000000000e+00,2.150111117234587255e+00,1.858514725779285837e-01
6.000000000000000000e+00,1.675316259262570107e+00,8.957212757546736959e-02
6.000000000000000000e+00,2.123428973812806042e+00,1.322695012510660684e-01
6.000000000000000000e+00,1.770045916577365430e+00,1.190299663038819622e-01
6.000000000000000000e+00,1.893196947028705113e+00,1.345997667916796758e-01
6.000000000000000000e+00,3.121189808095533813e+00,6.908972608243026114e-02
6.000000000000000000e+00,2.722464575096839479e+00,8.210530731095590229e-02
6.000000000000000000e+00,1.865080355691555836e+00,1.266786171937433203e-01
6.000000000000000000e+00,2.264122056898664415e+00,1.013756053728831624e-01
6.000000000000000000e+00,2.791766761857217283e+00,1.748717259016575043e-01
6.000000000000000000e+00,2.256580392491378539e+00,2.748344001601612727e-02
6.000000000000000000e+00,2.200215299474736153e+00,1.624192908811317726e-01
6.000000000000000000e+00,2.811902784275795320e+00,5.589832662071211183e-02
6.000000000000000000e+00,2.643188402184795116e+00,1.272434382586454804e-01
6.000000000000000000e+00,2.351271404456956038e+00,4.332244690389510516e-02
6.000000000000000000e+00,2.238833768998460094e+00,1.276670890420097682e-01
6.000000000000000000e+00,4.282111489440938890e+00,1.994017944956820720e-01
6.000000000000000000e+00,1.793517385954551013e+00,5.631667794387736764e-02
6.000000000000000000e+00,4.137392210820090455e+00,9.558996243538943338e-02
6.000000000000000000e+00,2.502106168198442226e+00,1.192240907964363383e-01
6.000000000000000000e+00,2.646614388375255089e+00,6.056790417084648853e-02
6.000000000000000000e+00,3.667784745047828920e+00,1.248455939182805952e-01
6.000000000000000000e+00,2.369302232318138302e+00,1.122796031394814875e-01
6.000000000000000000e+00,2.836693607777753368e+00,1.247432288647239151e-01
6.000000000000000000e+00,2.500881154472238688e+00,1.278667034347953368e-01
6.000000000000000000e+00,2.150992376048907140e+00,1.486618721556012268e-01
6.000000000000000000e+00,2.381195555345978487e+00,1.172724158631666125e-01
6.000000000000000000e+00,2.155219242047295758e+00,1.480828704192376499e-01
6.000000000000000000e+00,3.097595182421215121e+00,7.991785454200278638e-02
6.000000000000000000e+00,3.804151730017771182e+00,1.720181920995984826e-01
6.000000000000000000e+00,2.560179892868244433e+00,1.179823424129799042e-01
6.000000000000000000e+00,2.275760836661790076e+00,3.063035626120664059e-02
6.000000000000000000e+00,2.874114747457956920e+00,9.283917519589843237e-02
6.000000000000000000e+00,2.045327683765921556e+00,9.002263704368800024e-02
6.000000000000000000e+00,1.940898595113634384e+00,5.360759912342910605e-02
6.000000000000000000e+00,3.332244815050528608e+00,1.817314375098667278e-01
6.000000000000000000e+00,2.175070428866134886e+00,8.653719989243252586e-02
6.000000000000000000e+00,2.405397572223223257e+00,1.414577683149461362e-01
6.000000000000000000e+00,3.690331708671842126e+00,1.572330182707243340e-01
6.000000000000000000e+00,4.611103445942240420e+00,1.072585068848461304e-01
6.000000000000000000e+00,2.127874309096022376e+00,4.948896764192661779e-02
6.000000000000000000e+00,2.125946588497134027e+00,3.665492646674815141e-02
6.000000000000000000e+00,2.197689052953190725e+00,1.269932267498213307e-01
6.000000000000000000e+00,1.967287308305872173e+00,8.886135822968981024e-02
6.000000000000000000e+00,2.979461684070243255e+00,5.527552105319371439e-02
6.000000000000000000e+00,2.801031851837815001e+00,5.828020135714532396e-02
6.000000000000000000e+00,3.027857474932363235e+00,1.140923582952609316e-01
6.000000000000000000e+00,4.212248398865986232e+00,1.309871337776483402e-01
6.000000000000000000e+00,3.378224058026044307e+00,1.445416645682218448e-01
