subvolume_id,n_per_orientation,total_sections,E_median,E_q1,E_q3,E_p05,E_p95,A_ref,A_sparse_median,A_sparse_q1,A_sparse_q3,abs_A_error,eta_sparse_median,phi_rms_median,orientation_reliable
G18,3,9,0.13191935997589926,0.10303033764349225,0.15446028061228542,0.0694565454797351,0.2069935380659504,1.317335870208106,1.4319807041927375,1.3687666794730526,1.491733362435975,0.11464483398463154,0.11975615813960326,0.016207272567372397,True
G18,5,15,0.0998114653134149,0.0789788425111186,0.13089699495868917,0.04987961622992907,0.1668039328178643,1.317335870208106,1.4112524543805935,1.3694221245326514,1.4549563699610963,0.0939165841724876,0.1267753385773363,0.011292218701069912,True
G18,7,21,0.0922109463992827,0.0726549860748523,0.11553306808795773,0.05407832145599534,0.14018901914666346,1.317335870208106,1.4103219675646712,1.3795590188994367,1.4468271679947888,0.09298609735656527,0.13006063820759406,0.008000088369561117,True
G19,1,3,0.17692757878973647,0.14779455838635747,0.20754722334626846,0.09605059602311403,0.2522260798713246,1.2850257383651698,1.3807304121384403,1.3157854586935827,1.4587788066206482,0.09570467377327052,0.06035847881496091,0.021322215280279402,False
G19,3,9,0.08739994229463535,0.06828179715891344,0.11257939443900145,0.044594758628144084,0.13904626503799042,1.2850257383651698,1.303273704732756,1.2674277195047328,1.3441974535912304,0.0182479663675863,0.09982734671574861,0.011370434061261932,False
G19,5,15,0.0667754093461716,0.0514872711473663,0.08162812881214108,0.031707812826360454,0.10917530068097123,1.2850257383651698,1.2935002014419303,1.2717219976338172,1.3250027910900526,0.008474463076760586,0.10440958121318608,0.007912271903094254,False
G19,7,21,0.04639618768360782,0.03704595241933854,0.05926184101018844,0.023778348628235437,0.0798711873420233,1.2850257383651698,1.2933793340051478,1.2711332901593368,1.3125958960812232,0.008353595639978062,0.10765952114592202,0.0062557928094300165,False
G20,1,3,0.1707837844080562,0.12996402027147766,0.21479966517062088,0.08453606760399567,0.31356386343913095,1.2542220379027502,1.3822680292044172,1.2957920140066959,1.495112132982318,0.12804599130166694,0.06312811993081124,0.02001614693297426,False
G20,3,9,0.09317911338611368,0.07118103141526795,0.11966339642426424,0.048496549661471246,0.16607684821011212,1.2542220379027502,1.3136546642876938,1.2712406308336859,1.357835260838427,0.05943262638494362,0.10482124891356184,0.011853014492198303,False
G20,5,15,0.0690899346828091,0.05346523077882825,0.0886270285044655,0.03645631235850892,0.1265449509053674,1.2542220379027502,1.295733276714265,1.2693955526494587,1.3249978254643726,0.04151123881151486,0.11149723474604314,0.00823409570778201,False
G20,7,21,0.05997684489246422,0.04821459779431084,0.07485602084930149,0.036203793175541885,0.09762084961394334,1.2542220379027502,1.2978277623978043,1.2720961553323624,1.3214358807383804,0.043605724495054066,0.1137468621985036,0.007414837111816067,False
G21,1,3,0.2101909162246546,0.16876544457574252,0.2551841857709647,0.11225811532791503,0.32334841931301284,1.2553603350428437,1.3660694602618149,1.301029730244739,1.440925663198079,0.11070912521897114,0.07264907801633609,0.02783643890899383,True
G21,3,9,0.11218572625040854,0.0930486229066417,0.1312974958194712,0.05982300275089324,0.18218196660856723,1.2553603350428437,1.2515012783392268,1.2032862711516321,1.3043806836485723,0.00385905670361697,0.11908273909461048,0.016143248544735127,True
G21,5,15,0.0890818044395959,0.06900887315928401,0.1096397662186821,0.042761140345023145,0.13598014625979138,1.2553603350428437,1.2308247038993634,1.1993954570431529,1.2596642378117933,0.02453563114348034,0.13055204011439367,0.01115541952622352,True
G21,7,21,0.07087899254256248,0.05658353259015605,0.0845877946760824,0.03997934205122482,0.10751156736732705,1.2553603350428437,1.2155614245440494,1.1948351064037945,1.2452986714509664,0.03979891049879436,0.13716700543020682,0.00779516648748284,True
G22,1,3,0.17804865606383824,0.14331117062254875,0.21218948933133885,0.10706995370291199,0.29591132326043323,1.2002917636882087,1.3189668286913594,1.2547759809780363,1.402947655268129,0.11867506500315073,0.05529319927535719,0.01798855220308864,False
G22,3,9,0.09539997617977898,0.07498850408152478,0.12203523395127583,0.05571433139814731,0.16037122167319975,1.2002917636882087,1.2181974935338071,1.1894441060816772,1.2560642690354686,0.01790572984559846,0.0892032502580447,0.01066016702937396,False
G22,5,15,0.0707551116355797,0.05458372297954537,0.08697021329276464,0.03323369811675661,0.11402923487963845,1.2002917636882087,1.195604954405503,1.1721779677025286,1.2195459069140568,0.004686809282705706,0.09378404695231234,0.008156542630925342,False
G22,7,21,0.05848645115521271,0.0481706141795556,0.0711914645915205,0.03311693582918811,0.08498878366809752,1.2002917636882087,1.1861705416483104,1.1679397609101672,1.200738870956493,0.014121222039898296,0.09576736698713001,0.006847490846928634,False
