subvolume_id,n_per_orientation,total_sections,E_median,E_q1,E_q3,E_p05,E_p95,A_ref,A_sparse_median,A_sparse_q1,A_sparse_q3,abs_A_error,eta_sparse_median,phi_rms_median,orientation_reliable,n_attempted,n_valid,n_invalid,valid_fraction
G23,1,3,0.3990177537217796,0.29601935778902566,0.548750123492412,0.1655148933541289,1.7308144603754299,1.6978164674609912,1.9320979586181712,1.708952328627616,2.323411672699542,0.23428149115718,0.21083858554275103,0.05596526996309868,True,200,200,0,1.0
G23,3,9,0.2842996057969323,0.21079628567066117,0.36262360156114765,0.13957327351676024,0.4555746394670352,1.6978164674609912,1.6524354250027438,1.5297012157715484,1.7700584497955414,0.04538104245824748,0.31976929195834325,0.029062136205277662,True,200,200,0,1.0
G23,5,15,0.23620235121036093,0.18696176669753828,0.2896510072991282,0.1327094024523863,0.355690325879522,1.6978164674609912,1.5536060526843398,1.4807048642316656,1.640927226019308,0.14421041477665142,0.31779902651153397,0.020783936996335274,True,200,200,0,1.0
G23,7,21,0.22417162380123876,0.19055950575647318,0.2562769323859424,0.14321415974749102,0.30576180237816336,1.6978164674609912,1.5159588047240253,1.466690045524171,1.5696934728276266,0.1818576627369659,0.32802328095275934,0.01596775563809226,True,200,200,0,1.0
G24,1,3,0.41620235744288164,0.29993073165134876,0.5689202668835367,0.13966325041692887,1.2006890723198858,1.1698701234496096,1.6056266688586298,1.377066049420399,2.0642812386964167,0.4357565454090202,0.21849582516196908,0.03341850470250367,False,200,200,0,1.0
G24,3,9,0.2373678876658587,0.14297426394734497,0.32709359592991305,0.07557800102303894,0.4724764500286531,1.1698701234496096,1.3776987930041704,1.2328780931046208,1.5695235989857195,0.2078286695545608,0.29349583831161796,0.018057753337226395,False,200,200,0,1.0
G24,5,15,0.1934832476684059,0.13382484418373658,0.24901986589361474,0.06998383090766958,0.3556672886928449,1.1698701234496096,1.308876918936602,1.2261964514251797,1.4414729096360757,0.13900679548699246,0.31280630071899895,0.012309631279644836,False,200,200,0,1.0
G24,7,21,0.18125951471349577,0.1398142069647193,0.2192754285556083,0.08507749827867452,0.29782058612548656,1.1698701234496096,1.3205102235150485,1.2241917081166436,1.394445454662535,0.15064010006543893,0.31404065810952275,0.010093610904806267,False,200,200,0,1.0
G25,1,3,0.3872842136976824,0.291196509767028,0.5387437717058207,0.1749412263397976,1.417421714089234,1.2366603959815439,1.6261014670179366,1.444399247528089,2.016460982624628,0.3894410710363927,0.20336517161708842,0.026925936177649643,False,200,200,0,1.0
G25,3,9,0.2230681587605737,0.15611122456780813,0.2835226776209214,0.10592642812595761,0.4371855717945106,1.2366603959815439,1.3215910835223006,1.2333820544205223,1.4193590795981244,0.08493068754075672,0.3182752135857094,0.014501879583312845,False,200,200,0,1.0
G25,5,15,0.17545933435976854,0.1370908558234661,0.23505424865787636,0.0817516248587275,0.3279300870890285,1.2366603959815439,1.2693211220283147,1.1942622155280418,1.3534466573444384,0.03266072604677084,0.3280438424911039,0.011579311556235563,False,200,200,0,1.0
G25,7,21,0.13736391574680273,0.10380515771034675,0.17347059200828663,0.07617421447103333,0.229722021940683,1.2366603959815439,1.217696636655809,1.1787169108424038,1.2775164549337517,0.018963759325734797,0.336214931467844,0.008366543504965934,False,200,200,0,1.0
G26,1,3,0.5812663261079878,0.38684082197965897,1.0690701685251418,0.2242608894061204,345.6000896443878,1.3306990106404204,2.1123756862573373,1.6191230673023518,3.4858405135500115,0.7816766756169169,0.2641650474810554,0.04688676636383532,False,200,200,0,1.0
G26,3,9,0.39600153817753925,0.3266912754273259,0.5180636750897245,0.2168155390196673,0.8726342408421767,1.3306990106404204,1.5748938093926779,1.3562568049680253,1.9752717716342074,0.24419479875225747,0.36436833662133,0.0241077210557065,False,200,200,0,1.0
